x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.034836,-0.462143,-0.597824,0.756428,36291.729467,2001-01-01 10:04:51.729 +0000
-0.169632,-0.455902,-0.773224,0.913508,36291.719641,2001-01-01 10:04:51.720 +0000
-0.289856,-0.431595,-0.936142,1.070819,36291.709845,2001-01-01 10:04:51.710 +0000
-0.378891,-0.424240,-1.097717,1.236334,36291.700048,2001-01-01 10:04:51.700 +0000
-0.388077,-0.426666,-1.165268,1.300191,36291.690252,2001-01-01 10:04:51.690 +0000
-0.329880,-0.433594,-1.207703,1.324904,36291.680426,2001-01-01 10:04:51.680 +0000
-0.250214,-0.454483,-1.198471,1.305946,36291.670630,2001-01-01 10:04:51.671 +0000
-0.191650,-0.491653,-1.194672,1.306022,36291.660833,2001-01-01 10:04:51.661 +0000
-0.184341,-0.495407,-1.237778,1.345921,36291.651037,2001-01-01 10:04:51.651 +0000
-0.189209,-0.492142,-1.309265,1.411446,36291.641211,2001-01-01 10:04:51.641 +0000
-0.217529,-0.473953,-1.372604,1.468330,36291.631414,2001-01-01 10:04:51.631 +0000
-0.268707,-0.447952,-1.442734,1.534388,36291.621618,2001-01-01 10:04:51.622 +0000
-0.298630,-0.424561,-1.544693,1.629573,36291.611822,2001-01-01 10:04:51.612 +0000
-0.290024,-0.426498,-1.652145,1.730780,36291.601995,2001-01-01 10:04:51.602 +0000
-0.263382,-0.433899,-1.714828,1.788372,36291.592199,2001-01-01 10:04:51.592 +0000
-0.226746,-0.452591,-1.753815,1.825409,36291.582403,2001-01-01 10:04:51.582 +0000
-0.200348,-0.454987,-1.771545,1.839980,36291.572577,2001-01-01 10:04:51.573 +0000
-0.198563,-0.445160,-1.745483,1.812266,36291.562780,2001-01-01 10:04:51.563 +0000
-0.202652,-0.443542,-1.705719,1.774056,36291.552984,2001-01-01 10:04:51.553 +0000
-0.202835,-0.440170,-1.678146,1.746730,36291.543158,2001-01-01 10:04:51.543 +0000
-0.199295,-0.433029,-1.677460,1.743876,36291.533361,2001-01-01 10:04:51.533 +0000
-0.191422,-0.421463,-1.705185,1.766898,36291.523565,2001-01-01 10:04:51.524 +0000
-0.181183,-0.416656,-1.726425,1.785210,36291.513769,2001-01-01 10:04:51.514 +0000
-0.168747,-0.423233,-1.725601,1.784741,36291.503942,2001-01-01 10:04:51.504 +0000
-0.168884,-0.426605,-1.690781,1.751928,36291.494146,2001-01-01 10:04:51.494 +0000
-0.176041,-0.427200,-1.633865,1.697942,36291.484350,2001-01-01 10:04:51.484 +0000
-0.204529,-0.405716,-1.592468,1.656017,36291.474554,2001-01-01 10:04:51.475 +0000
-0.232574,-0.369949,-1.563324,1.623248,36291.464727,2001-01-01 10:04:51.465 +0000
-0.225800,-0.351929,-1.522797,1.579161,36291.454931,2001-01-01 10:04:51.455 +0000
-0.194962,-0.338745,-1.456085,1.507628,36291.445135,2001-01-01 10:04:51.445 +0000
-0.168427,-0.345032,-1.354507,1.407872,36291.435339,2001-01-01 10:04:51.435 +0000
-0.115082,-0.362579,-1.221497,1.279360,36291.425512,2001-01-01 10:04:51.426 +0000
-0.079941,-0.393692,-1.080948,1.153184,36291.415738,2001-01-01 10:04:51.416 +0000
-0.065170,-0.436996,-0.988190,1.082466,36291.405942,2001-01-01 10:04:51.406 +0000
-0.063354,-0.457260,-0.932281,1.040312,36291.396146,2001-01-01 10:04:51.396 +0000
-0.076752,-0.459579,-0.881638,0.997191,36291.386319,2001-01-01 10:04:51.386 +0000
-0.089706,-0.457657,-0.843262,0.963632,36291.376523,2001-01-01 10:04:51.377 +0000
-0.089157,-0.444641,-0.816513,0.933996,36291.366727,2001-01-01 10:04:51.367 +0000
-0.088715,-0.430603,-0.738556,0.859508,36291.356900,2001-01-01 10:04:51.357 +0000
-0.074585,-0.442444,-0.644501,0.785303,36291.347104,2001-01-01 10:04:51.347 +0000
-0.059570,-0.467575,-0.509796,0.694311,36291.337308,2001-01-01 10:04:51.337 +0000
-0.047836,-0.482269,-0.368134,0.608600,36291.327512,2001-01-01 10:04:51.328 +0000
-0.044357,-0.491684,-0.254379,0.555364,36291.317685,2001-01-01 10:04:51.318 +0000
-0.040527,-0.509277,-0.219345,0.555984,36291.307889,2001-01-01 10:04:51.308 +0000
-0.031281,-0.523254,-0.220749,0.568774,36291.298093,2001-01-01 10:04:51.298 +0000
-0.010666,-0.536758,-0.217178,0.579128,36291.288266,2001-01-01 10:04:51.288 +0000
0.009216,-0.551498,-0.195068,0.585053,36291.278470,2001-01-01 10:04:51.278 +0000
0.032013,-0.577362,-0.156219,0.598979,36291.268674,2001-01-01 10:04:51.269 +0000
0.049408,-0.585434,-0.050293,0.589664,36291.258878,2001-01-01 10:04:51.259 +0000
0.057114,-0.592224,0.060303,0.598020,36291.249082,2001-01-01 10:04:51.249 +0000
0.064362,-0.636368,0.154800,0.658080,36291.239255,2001-01-01 10:04:51.239 +0000
0.077713,-0.656067,0.240005,0.702898,36291.229459,2001-01-01 10:04:51.229 +0000
0.097031,-0.669891,0.322617,0.749834,36291.219663,2001-01-01 10:04:51.220 +0000
0.112427,-0.699341,0.391388,0.809260,36291.209867,2001-01-01 10:04:51.210 +0000
0.127365,-0.720062,0.437393,0.852071,36291.200040,2001-01-01 10:04:51.200 +0000
0.141586,-0.741882,0.466217,0.887578,36291.190244,2001-01-01 10:04:51.190 +0000
0.148041,-0.755112,0.494110,0.914470,36291.180448,2001-01-01 10:04:51.180 +0000
0.148712,-0.770096,0.549210,0.957494,36291.170652,2001-01-01 10:04:51.171 +0000
0.155304,-0.784424,0.638123,1.023054,36291.160825,2001-01-01 10:04:51.161 +0000
0.175964,-0.811295,0.731781,1.106646,36291.151029,2001-01-01 10:04:51.151 +0000
0.198288,-0.834732,0.848633,1.206762,36291.141233,2001-01-01 10:04:51.141 +0000
0.223831,-0.862366,0.961227,1.310623,36291.131436,2001-01-01 10:04:51.131 +0000
0.264877,-0.897781,1.051758,1.407965,36291.121610,2001-01-01 10:04:51.122 +0000
0.321884,-0.945389,1.107178,1.491044,36291.111814,2001-01-01 10:04:51.112 +0000
0.383133,-0.986847,1.147308,1.561081,36291.102017,2001-01-01 10:04:51.102 +0000
0.438461,-1.027069,1.188599,1.630916,36291.092221,2001-01-01 10:04:51.092 +0000
0.471863,-1.046082,1.234283,1.685348,36291.082395,2001-01-01 10:04:51.082 +0000
0.464264,-1.055878,1.326645,1.757955,36291.072599,2001-01-01 10:04:51.073 +0000
0.420471,-1.038101,1.422226,1.810297,36291.062802,2001-01-01 10:04:51.063 +0000
0.365265,-1.019104,1.526260,1.871219,36291.053006,2001-01-01 10:04:51.053 +0000
0.296661,-0.987457,1.611633,1.913228,36291.043180,2001-01-01 10:04:51.043 +0000
0.239700,-0.973907,1.642105,1.924178,36291.033383,2001-01-01 10:04:51.033 +0000
0.201767,-0.954132,1.593048,1.867854,36291.023587,2001-01-01 10:04:51.024 +0000
0.184250,-0.947632,1.438004,1.731995,36291.013761,2001-01-01 10:04:51.014 +0000
0.199905,-0.927322,1.216629,1.542749,36291.003964,2001-01-01 10:04:51.004 +0000
0.226501,-0.917542,0.910858,1.312573,36290.994168,2001-01-01 10:04:50.994 +0000
0.253464,-0.930420,0.620651,1.146793,36290.984372,2001-01-01 10:04:50.984 +0000
0.271515,-0.933670,0.436676,1.065902,36290.974546,2001-01-01 10:04:50.975 +0000
0.281891,-0.931351,0.448044,1.071270,36290.964749,2001-01-01 10:04:50.965 +0000
0.283844,-0.892685,0.607910,1.116695,36290.954953,2001-01-01 10:04:50.955 +0000
0.292770,-0.846161,0.837997,1.226353,36290.945157,2001-01-01 10:04:50.945 +0000
0.285538,-0.824158,1.038330,1.356059,36290.935330,2001-01-01 10:04:50.935 +0000
0.280838,-0.827667,1.140350,1.436768,36290.925534,2001-01-01 10:04:50.926 +0000
0.286758,-0.826508,1.127533,1.427121,36290.915738,2001-01-01 10:04:50.916 +0000
0.279160,-0.817993,0.991226,1.315132,36290.905942,2001-01-01 10:04:50.906 +0000
0.262070,-0.792786,0.792435,1.151148,36290.896115,2001-01-01 10:04:50.896 +0000
0.247955,-0.764709,0.568420,0.984563,36290.886319,2001-01-01 10:04:50.886 +0000
