x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.222977,0.884384,-1.215561,1.519685,36428.081658,2001-01-01 10:07:08.082 +0000
-0.064316,0.749039,-1.656357,1.818987,36428.071832,2001-01-01 10:07:08.072 +0000
0.072922,0.640854,-2.119507,2.215473,36428.062035,2001-01-01 10:07:08.062 +0000
0.141357,0.496719,-2.406174,2.460972,36428.052239,2001-01-01 10:07:08.052 +0000
0.120773,0.395966,-2.570160,2.603286,36428.042443,2001-01-01 10:07:08.042 +0000
0.059174,0.350998,-2.729874,2.752982,36428.032647,2001-01-01 10:07:08.033 +0000
0.045197,0.313980,-2.798935,2.816853,36428.022851,2001-01-01 10:07:08.023 +0000
0.150467,0.327576,-2.942261,2.964261,36428.013024,2001-01-01 10:07:08.013 +0000
0.423965,0.335220,-3.312912,3.356710,36428.003228,2001-01-01 10:07:08.003 +0000
0.822617,0.327133,-3.873611,3.973485,36427.993432,2001-01-01 10:07:07.993 +0000
1.168228,0.315125,-4.438904,4.600862,36427.983636,2001-01-01 10:07:07.984 +0000
1.200531,0.405609,-4.751068,4.917158,36427.973840,2001-01-01 10:07:07.974 +0000
1.074249,0.585861,-4.996796,5.144435,36427.964044,2001-01-01 10:07:07.964 +0000
0.827652,0.826935,-5.196991,5.327058,36427.954217,2001-01-01 10:07:07.954 +0000
0.376419,1.210098,-4.944077,5.103912,36427.944421,2001-01-01 10:07:07.944 +0000
-0.001968,1.392487,-4.150101,4.377483,36427.934625,2001-01-01 10:07:07.935 +0000
-0.124771,1.352768,-3.136261,3.417848,36427.924828,2001-01-01 10:07:07.925 +0000
-0.181122,1.262833,-2.299561,2.629740,36427.915032,2001-01-01 10:07:07.915 +0000
-0.311615,1.338150,-2.027283,2.449005,36427.905236,2001-01-01 10:07:07.905 +0000
-0.204514,1.408264,-2.145111,2.574206,36427.895440,2001-01-01 10:07:07.895 +0000
-0.055588,1.532730,-2.302368,2.766451,36427.885613,2001-01-01 10:07:07.886 +0000
-0.013580,1.685654,-2.244171,2.806763,36427.875817,2001-01-01 10:07:07.876 +0000
-0.153854,1.915939,-1.726669,2.583773,36427.866021,2001-01-01 10:07:07.866 +0000
-0.433365,1.905899,-0.676773,2.068400,36427.856225,2001-01-01 10:07:07.856 +0000
-0.621490,1.556381,0.413727,1.726193,36427.846429,2001-01-01 10:07:07.846 +0000
-0.703430,1.182602,0.975769,1.686857,36427.836633,2001-01-01 10:07:07.837 +0000
-0.706940,0.952515,1.048340,1.583055,36427.826806,2001-01-01 10:07:07.827 +0000
-0.604996,0.815048,0.928375,1.375574,36427.817010,2001-01-01 10:07:07.817 +0000
-0.425415,0.766113,0.755280,1.156873,36427.807214,2001-01-01 10:07:07.807 +0000
-0.312958,0.695999,0.785278,1.094997,36427.797418,2001-01-01 10:07:07.797 +0000
-0.264587,0.687286,1.119049,1.339642,36427.787621,2001-01-01 10:07:07.788 +0000
-0.292267,0.633575,1.746536,1.880752,36427.777795,2001-01-01 10:07:07.778 +0000
-0.354538,0.498169,2.393387,2.470257,36427.767999,2001-01-01 10:07:07.768 +0000
-0.343292,0.316574,2.776672,2.815667,36427.758202,2001-01-01 10:07:07.758 +0000
-0.281570,0.210251,3.024109,3.044458,36427.748406,2001-01-01 10:07:07.748 +0000
-0.209915,0.166626,3.149597,3.160979,36427.738610,2001-01-01 10:07:07.739 +0000
-0.140060,0.138626,3.184952,3.191042,36427.728814,2001-01-01 10:07:07.729 +0000
-0.023727,0.144150,3.315689,3.318906,36427.718987,2001-01-01 10:07:07.719 +0000
0.061264,0.152527,3.664093,3.667778,36427.709191,2001-01-01 10:07:07.709 +0000
0.068863,0.153900,4.166977,4.170387,36427.699395,2001-01-01 10:07:07.699 +0000
-0.014359,0.167007,4.657806,4.660822,36427.689599,2001-01-01 10:07:07.690 +0000
-0.114349,0.253098,5.006165,5.013863,36427.679803,2001-01-01 10:07:07.680 +0000
-0.282455,0.491394,5.032928,5.064743,36427.670007,2001-01-01 10:07:07.670 +0000
-0.597641,0.790039,4.639160,4.743748,36427.660180,2001-01-01 10:07:07.660 +0000
-0.895126,1.032288,3.907837,4.139814,36427.650384,2001-01-01 10:07:07.650 +0000
-0.998260,1.219452,3.088318,3.467174,36427.640588,2001-01-01 10:07:07.641 +0000
-1.002686,1.287903,2.378235,2.884454,36427.630792,2001-01-01 10:07:07.631 +0000
-1.142838,1.292435,1.784897,2.482402,36427.620995,2001-01-01 10:07:07.621 +0000
-1.295792,1.287567,1.325638,2.257038,36427.611199,2001-01-01 10:07:07.611 +0000
-1.376083,1.266541,0.986801,2.114594,36427.601373,2001-01-01 10:07:07.601 +0000
-1.321320,1.257797,0.792480,1.988961,36427.591576,2001-01-01 10:07:07.592 +0000
-1.175415,1.215759,0.479843,1.757817,36427.581780,2001-01-01 10:07:07.582 +0000
-0.999847,1.103958,0.031982,1.489779,36427.571984,2001-01-01 10:07:07.572 +0000
-0.857483,0.991119,-0.453430,1.386793,36427.562188,2001-01-01 10:07:07.562 +0000
-0.599609,0.888916,-0.953369,1.434788,36427.552361,2001-01-01 10:07:07.552 +0000
-0.269440,0.802353,-1.310699,1.560225,36427.542570,2001-01-01 10:07:07.543 +0000
-0.080109,0.684586,-1.597519,1.739868,36427.532774,2001-01-01 10:07:07.533 +0000
0.095520,0.599747,-1.922241,2.015895,36427.522978,2001-01-01 10:07:07.523 +0000
0.327042,0.476639,-2.268524,2.341013,36427.513182,2001-01-01 10:07:07.513 +0000
0.613403,0.307571,-2.687561,2.773779,36427.503355,2001-01-01 10:07:07.503 +0000
0.959427,0.135742,-3.284607,3.424554,36427.493559,2001-01-01 10:07:07.494 +0000
1.312332,-0.012589,-3.845795,4.063559,36427.483763,2001-01-01 10:07:07.484 +0000
1.585632,-0.088516,-4.416046,4.692923,36427.473967,2001-01-01 10:07:07.474 +0000
1.652664,-0.092422,-4.890823,5.163332,36427.464171,2001-01-01 10:07:07.464 +0000
1.556580,-0.061569,-5.148758,5.379260,36427.454344,2001-01-01 10:07:07.454 +0000
1.357361,0.044678,-5.161713,5.337387,36427.444548,2001-01-01 10:07:07.445 +0000
1.125412,0.183914,-4.896683,5.027711,36427.434752,2001-01-01 10:07:07.435 +0000
0.937271,0.348114,-4.590973,4.698584,36427.424955,2001-01-01 10:07:07.425 +0000
0.710632,0.534943,-4.369659,4.459270,36427.415159,2001-01-01 10:07:07.415 +0000
0.432114,0.735611,-4.104736,4.192458,36427.405363,2001-01-01 10:07:07.405 +0000
0.123260,0.930222,-3.762054,3.877313,36427.395567,2001-01-01 10:07:07.396 +0000
-0.248459,1.117249,-3.231110,3.427834,36427.385740,2001-01-01 10:07:07.386 +0000
-0.589584,1.213715,-2.600098,2.929372,36427.375944,2001-01-01 10:07:07.376 +0000
-0.816467,1.204239,-2.147003,2.593537,36427.366148,2001-01-01 10:07:07.366 +0000
-0.963516,1.125229,-1.797028,2.328908,36427.356352,2001-01-01 10:07:07.356 +0000
-1.039215,0.956039,-1.413239,1.997804,36427.346556,2001-01-01 10:07:07.347 +0000
-1.040054,0.775970,-1.032410,1.658226,36427.336760,2001-01-01 10:07:07.337 +0000
-1.024338,0.624786,-0.679138,1.378715,36427.326933,2001-01-01 10:07:07.327 +0000
-1.056259,0.508865,-0.294373,1.208835,36427.317137,2001-01-01 10:07:07.317 +0000
